,tweet_id,timestamp,rating_numerator,rating_denominator,name,stage,retweet_count,favorite_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
25,886983233522544640,2017-07-17 16:17:36+00:00,13,10,Maya,None,6870,32355,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False
26,886736880519319552,2017-07-16 23:58:41+00:00,13,10,Mingus,None,2875,11092,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,True,great_pyrenees,0.186136,True,dandie_dinmont,0.08634630000000001,True
27,886680336477933568,2017-07-16 20:14:00+00:00,13,10,Derek,None,4015,20858,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441727,False
28,886366144734445568,2017-07-15 23:25:31+00:00,12,10,Roscoe,pupper,2842,19601,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,french_bulldog,0.999201,True,chihuahua,0.000361178,True,boston_bull,7.55616e-05,True
29,886258384151887873,2017-07-15 16:17:19+00:00,13,10,Waffles,None,5673,25968,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,0.943575,True,shower_cap,0.0252856,False,siamese_cat,0.00284892,False
30,885984800019947520,2017-07-14 22:10:11+00:00,12,10,Jimbo,None,6038,30218,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,blenheim_spaniel,0.972494,True,shih-tzu,0.00663012,True,bernese_mountain_dog,0.00623915,True
31,885528943205470208,2017-07-13 15:58:47+00:00,13,10,Maisey,None,5738,33347,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,True,labrador_retriever,0.265835,True,kuvasz,0.134697,True
32,885167619883638784,2017-07-12 16:03:00+00:00,13,10,None,None,3920,20287,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,True,siberian_husky,0.0717125,True,eskimo_dog,0.0557697,True
33,884925521741709313,2017-07-12 00:01:00+00:00,12,10,Earl,None,16199,71405,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,italian_greyhound,0.259916,True,american_staffordshire_terrier,0.198451,True,staffordshire_bullterrier,0.127725,True
34,884876753390489601,2017-07-11 20:47:12+00:00,13,10,Lola,None,5009,25794,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,True,norwich_terrier,0.106075,True,norfolk_terrier,0.0373485,True
35,884562892145688576,2017-07-11 00:00:02+00:00,13,10,Kevin,None,4220,22559,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,True,french_bulldog,0.404291,True,brabancon_griffon,0.0440019,True
36,884441805382717440,2017-07-10 15:58:53+00:00,14,10,None,None,5114,25130,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,pembroke,0.993225,True,cardigan,0.00321648,True,chihuahua,0.00208089,True
37,884162670584377345,2017-07-09 21:29:42+00:00,12,10,Yogi,doggo,2686,18935,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,german_shepherd,0.707046,True,malinois,0.199396,True,norwegian_elkhound,0.0491476,True
38,883838122936631299,2017-07-09 00:00:04+00:00,12,10,Noah,None,3083,20275,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True
39,883482846933004288,2017-07-08 00:28:19+00:00,5,10,Bella,None,8864,42487,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,0.943082,True,labrador_retriever,0.032409,True,kuvasz,0.00550072,True
40,883360690899218434,2017-07-07 16:22:55+00:00,13,10,Grizzwald,floofer,3322,21042,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,True,tibetan_mastiff,0.00709872,True,newfoundland,0.00214033,True
41,883117836046086144,2017-07-07 00:17:54+00:00,13,10,None,None,5973,34411,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,0.949562,True,labrador_retriever,0.045947900000000014,True,kuvasz,0.00247094,True
42,882992080364220416,2017-07-06 15:58:11+00:00,13,10,Rusty,None,3491,22153,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,eskimo_dog,0.466778,True,siberian_husky,0.406044,True,dingo,0.07341439999999999,False
43,882762694511734784,2017-07-06 00:46:41+00:00,12,10,Gus,pupper,4388,26199,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,labrador_retriever,0.85005,True,chesapeake_bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True
44,882627270321602560,2017-07-05 15:48:34+00:00,13,10,Stanley,None,5457,25983,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,pembroke,0.542982,True,chihuahua,0.251988,True,cardigan,0.107699,True
45,882268110199369728,2017-07-04 16:01:23+00:00,13,10,Alfy,None,10398,41560,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,0.762211,True,labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True
46,882045870035918850,2017-07-04 01:18:17+00:00,13,10,Koko,None,4379,27215,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True
47,881906580714921986,2017-07-03 16:04:48+00:00,12,10,Rey,None,3056,22576,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,weimaraner,0.291539,True,chesapeake_bay_retriever,0.278966,True,koala,0.12701700000000002,False
48,881666595344535552,2017-07-03 00:11:11+00:00,13,10,Gary,None,9583,47009,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,saluki,0.529012,True,afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True
49,881536004380872706,2017-07-02 15:32:16+00:00,14,10,None,pupper,14374,45889,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,samoyed,0.281463,True,angora,0.272066,False,persian_cat,0.114854,False
50,881268444196462592,2017-07-01 21:49:04+00:00,12,10,Elliot,None,4752,21592,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,tusker,0.473303,False,indian_elephant,0.245646,False,ibex,0.0556607,False
51,880935762899988482,2017-06-30 23:47:07+00:00,13,10,Louis,None,2512,15874,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False
52,880872448815771648,2017-06-30 19:35:32+00:00,12,10,None,None,3443,19764,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,pembroke,0.791416,True,norwich_terrier,0.0613929,True,chihuahua,0.0337257,True
53,880465832366813184,2017-06-29 16:39:47+00:00,12,10,Bella,None,5582,26419,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,0.913255,True,labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True
54,880221127280381952,2017-06-29 00:27:25+00:00,12,10,Jesse,None,3747,25036,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True
55,880095782870896641,2017-06-28 16:09:20+00:00,11,10,None,None,3905,25633,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher,0.120298,True,rhodesian_ridgeback,0.106395,True,beagle,0.106073,True
56,879862464715927552,2017-06-28 00:42:13+00:00,13,10,Romeo,None,3132,20767,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True
57,879492040517615616,2017-06-27 00:10:17+00:00,12,10,Bailey,None,2870,21808,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,german_short-haired_pointer,0.479896,True,vizsla,0.124353,True,bath_towel,0.0733202,False
58,879415818425184262,2017-06-26 19:07:24+00:00,13,10,Duddles,None,40038,98182,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,english_springer,0.383404,True,boston_bull,0.134967,True,cardigan,0.110481,True
59,879376492567855104,2017-06-26 16:31:08+00:00,12,10,Jack,None,2820,15621,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,tricycle,0.663601,False,labrador_retriever,0.0334961,True,pembroke,0.0188266,True
60,879050749262655488,2017-06-25 18:56:45+00:00,11,10,Steven,None,4234,20936,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,tabby,0.311861,False,window_screen,0.169123,False,egyptian_cat,0.132932,False
61,879008229531029506,2017-06-25 16:07:47+00:00,13,10,Beau,None,2412,17660,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,american_staffordshire_terrier,0.0087113,True
62,878776093423087618,2017-06-25 00:45:22+00:00,13,10,Snoopy,puppo,3684,17994,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,ibizan_hound,0.0397246,True
63,878281511006478336,2017-06-23 16:00:04+00:00,13,10,Shadow,None,1156,7184,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,0.32042,True,collie,0.215975,True,appenzeller,0.12850699999999998,True
64,878057613040115712,2017-06-23 01:10:23+00:00,14,10,Emmy,None,6129,39107,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,french_bulldog,0.839097,True,boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True
65,877736472329191424,2017-06-22 03:54:17+00:00,13,10,Aja,None,17061,73618,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,chesapeake_bay_retriever,0.8379559999999999,True,labrador_retriever,0.0620342,True,weimaraner,0.0405991,True
66,877556246731214848,2017-06-21 15:58:08+00:00,12,10,Penny,None,3430,21087,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,basset,0.995368,True,welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False
67,877316821321428993,2017-06-21 00:06:44+00:00,13,10,Dante,None,4686,25485,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,saluki,0.5099670000000001,True,italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True
68,877201837425926144,2017-06-20 16:29:50+00:00,12,10,Nelly,None,5025,25206,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,pembroke,0.93112,True,cardigan,0.0686982,True,basenji,8.17379e-05,True
69,876838120628539392,2017-06-19 16:24:33+00:00,12,10,Ginger,pupper,3012,19247,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,0.575751,True,redbone,0.24097,True,tibetan_mastiff,0.08893480000000001,True
70,876484053909872640,2017-06-18 16:57:37+00:00,13,10,Benedict,None,2134,17477,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,0.874566,True,irish_terrier,0.0373542,True,chow,0.016723599999999998,True
71,876120275196170240,2017-06-17 16:52:05+00:00,13,10,Venti,None,4213,26049,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,bernese_mountain_dog,0.534327,True,saint_bernard,0.346312,True,greater_swiss_mountain_dog,0.0949327,True
72,875747767867523072,2017-06-16 16:11:53+00:00,13,10,Goose,None,3861,23390,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,labrador_retriever,0.799551,True,chesapeake_bay_retriever,0.179975,True,vizsla,0.0046176,True
73,875144289856114688,2017-06-15 00:13:52+00:00,13,10,Nugget,None,4430,20426,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,siberian_husky,0.245048,True,pembroke,0.223716,True,dingo,0.160753,False
74,875021211251597312,2017-06-14 16:04:48+00:00,12,10,None,None,4260,23740,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,west_highland_white_terrier,0.7143189999999999,True,siberian_husky,0.0919133,True,great_pyrenees,0.0460382,True
75,874680097055178752,2017-06-13 17:29:20+00:00,12,10,Cash,None,4189,25916,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,labrador_retriever,0.836052,True,staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True
76,874296783580663808,2017-06-12 16:06:11+00:00,13,10,Jed,pupper,3726,24269,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True
77,874057562936811520,2017-06-12 00:15:36+00:00,12,10,None,None,3607,21181,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.040436900000000005,True,newfoundland,0.0282283,True
78,874012996292530176,2017-06-11 21:18:31+00:00,13,10,Sebastian,puppo,9249,31899,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,cardigan,0.806674,True,pembroke,0.116622,True,kelpie,0.0491819,True
79,873580283840344065,2017-06-10 16:39:04+00:00,13,10,None,None,3566,22586,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,newfoundland,0.678537,True,tibetan_mastiff,0.244022,True,chow,0.0485295,True
80,873213775632977920,2017-06-09 16:22:42+00:00,12,10,Sierra,pupper,1437,6675,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,chesapeake_bay_retriever,0.0126763,True
81,872967104147763200,2017-06-09 00:02:31+00:00,12,10,None,doggo,4910,25422,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,labrador_retriever,0.476913,True,chesapeake_bay_retriever,0.174145,True,german_short-haired_pointer,0.0928614,True
82,872820683541237760,2017-06-08 14:20:41+00:00,13,10,None,None,3373,13753,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,pug,0.99912,True,french_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True
83,872620804844003328,2017-06-08 01:06:27+00:00,13,10,Monkey,None,3306,19358,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker_spaniel,0.513191,True,sussex_spaniel,0.159088,True,standard_poodle,0.149509,True
84,872486979161796608,2017-06-07 16:14:40+00:00,12,10,None,None,8215,38068,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,pembroke,0.931861,True,cardigan,0.0377212,True,chihuahua,0.0119667,True
85,872122724285648897,2017-06-06 16:07:15+00:00,12,10,Kody,None,7350,32007,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,basketball,0.808396,False,pug,0.06673630000000001,True,dalmatian,0.0545698,True
86,871879754684805121,2017-06-06 00:01:46+00:00,13,10,Lassie,None,9949,35117,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,shetland_sheepdog,0.969171,True,collie,0.0182607,True,pomeranian,0.00851534,True
87,871762521631449091,2017-06-05 16:15:56+00:00,12,10,Rover,pupper,3168,18896,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True
88,871515927908634625,2017-06-04 23:56:03+00:00,12,10,Napolean,doggo,3160,18870,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2,komondor,0.974781,True,briard,0.0200413,True,swab,0.00322824,False
89,871032628920680449,2017-06-03 15:55:36+00:00,13,10,Boomer,None,3473,21280,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1,kelpie,0.3980530000000001,True,macaque,0.0689549,False,dingo,0.0506018,False
90,870804317367881728,2017-06-03 00:48:22+00:00,11,10,None,None,5639,31505,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,1,home_theater,0.16829000000000002,False,sandbar,0.0980404,False,television,0.07972939999999999,False
91,870656317836468226,2017-06-02 15:00:16+00:00,13,10,Cody,None,2398,11552,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,pembroke,0.945495,True,cardigan,0.0458755,True,beagle,0.00432943,True
92,870374049280663552,2017-06-01 20:18:38+00:00,13,10,Zoey,None,24216,77828,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,golden_retriever,0.841001,True,great_pyrenees,0.0992784,True,labrador_retriever,0.0326213,True
93,870308999962521604,2017-06-01 16:00:09+00:00,13,10,Rumble,None,3784,20533,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,greater_swiss_mountain_dog,0.6227520000000001,True,appenzeller,0.15846300000000002,True,entlebucher,0.148115,True
94,870063196459192321,2017-05-31 23:43:25+00:00,14,10,Clifford,None,7584,34222,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,1,comic_book,0.534409,False,envelope,0.280722,False,book_jacket,0.043785500000000005,False
95,869772420881756160,2017-05-31 04:27:59+00:00,13,10,Dewey,None,9274,39970,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,pembroke,0.980148,True,cardigan,0.0192711,True,malamute,0.00013626,True
96,869702957897576449,2017-05-30 23:51:58+00:00,13,10,Stanley,None,5762,26481,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,pembroke,0.993449,True,cardigan,0.00632508,True,chihuahua,0.000177598,True
97,869596645499047938,2017-05-30 16:49:31+00:00,12,10,Scout,doggo,2855,14980,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1,chihuahua,0.955156,True,toy_terrier,0.00805373,True,muzzle,0.00629563,False
98,869227993411051520,2017-05-29 16:24:37+00:00,13,10,Gizmo,None,3449,19171,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,pembroke,0.664181,True,chihuahua,0.169234,True,cardigan,0.1327,True
99,868880397819494401,2017-05-28 17:23:24+00:00,14,10,Walter,None,13193,61389,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,1,laptop,0.153718,False,french_bulldog,0.0999839,True,printer,0.0771299,False
100,868622495443632128,2017-05-28 00:18:35+00:00,13,10,None,None,4848,25036,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,labrador_retriever,0.868107,True,great_pyrenees,0.060973,True,saint_bernard,0.0334889,True
101,868552278524837888,2017-05-27 19:39:34+00:00,12,10,Cooper,None,1897,9464,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,whippet,0.378151,True,italian_greyhound,0.275935,True,american_staffordshire_terrier,0.0949906,True
102,867900495410671616,2017-05-26 00:29:37+00:00,12,10,None,None,3837,22779,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1,labrador_retriever,0.522644,True,kuvasz,0.332461,True,dalmatian,0.0320081,True
103,867774946302451713,2017-05-25 16:10:44+00:00,13,10,Harold,None,6736,31949,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,2,border_collie,0.661953,True,cardigan,0.175718,True,collie,0.0871424,True
104,867421006826221569,2017-05-24 16:44:18+00:00,12,10,Shikha,puppo,2291,15142,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,1,eskimo_dog,0.6164569999999999,True,siberian_husky,0.38133,True,malamute,0.00167022,True
105,867051520902168576,2017-05-23 16:16:06+00:00,13,10,None,None,7258,30333,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1,samoyed,0.471403,True,pekinese,0.302219,True,pomeranian,0.156606,True
106,866686824827068416,2017-05-22 16:06:55+00:00,12,10,Lili,None,3202,18140,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1,flat-coated_retriever,0.51473,True,groenendael,0.30640700000000004,True,curly-coated_retriever,0.0613141,True
107,866450705531457537,2017-05-22 00:28:40+00:00,13,10,Jamesy,pupper,32455,115190,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,2,french_bulldog,0.905334,True,boston_bull,0.0780597,True,pug,0.00177092,True
108,866334964761202691,2017-05-21 16:48:45+00:00,12,10,Coco,None,13132,49322,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,1,samoyed,0.984086,True,pomeranian,0.00791928,True,keeshond,0.00332813,True
109,865718153858494464,2017-05-19 23:57:46+00:00,13,10,Boomer,None,5189,24219,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1,golden_retriever,0.673664,True,kuvasz,0.157523,True,labrador_retriever,0.126073,True
110,865359393868664832,2017-05-19 00:12:11+00:00,13,10,Sammy,None,4622,24957,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2,chesapeake_bay_retriever,0.832435,True,labrador_retriever,0.163551,True,weimaraner,0.00277025,True
111,865006731092295680,2017-05-18 00:50:50+00:00,13,10,Nelly,None,7120,26460,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1,pembroke,0.989882,True,cardigan,0.00990646,True,basenji,0.000134952,True
112,864873206498414592,2017-05-17 16:00:15+00:00,14,10,None,None,8022,30465,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,2,pole,0.478616,False,lakeside,0.114182,False,wreck,0.0559265,False
